0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6736e-19,0.012651,0.025918,0.03952,0.05293,0.065506,0.076178,0.0839,0.08809,0.08829,0.084013,0.07471,0.059939,0.039598,0.013939,-0.016398,-0.050137,-0.085695,-0.12161,-0.15647,-0.18883,-0.21754,-0.24153,-0.25967,-0.27092,-0.27459,-0.27035,-0.25828,-0.2388,-0.21269,-0.18103,-0.14493,-0.10571,-0.065135,-0.025035,0.012977,0.047254,0.076505,0.10013,0.11789,0.12976,0.13591,0.13654,0.13166,0.12111,0.10465,0.082325,0.054452,0.021696,-0.014691,-0.053033,-0.091766,-0.12943,-0.16456,-0.19603,-0.22287,-0.24404,-0.25853,-0.26556,-0.26468,-0.2558,-0.23921,-0.21561,-0.18604,-0.15166,-0.11373,-0.073951,-0.034128,0.0041035,0.039152,0.069561,0.094537,0.11374,0.12706,0.13458,0.13652,0.13293,0.12367,0.1085,0.087318,0.060332,0.028057,-0.0084997,-0.04776,-0.088163,-0.1283,-0.16679,-0.20245,-0.23439,-0.26167,-0.28327,-0.29833,-0.3063,-0.30704,-0.30088,-0.28858,-0.27134,-0.25046,-0.22697,-0.2019,-0.17625
-0.6748,-0.6764,-0.67832,-0.68074,-0.68351,-0.68614,-0.68798,-0.68829,-0.68642,-0.6819,-0.67449,-0.66407,-0.65056,-0.6341,-0.61491,-0.59515,-0.57848,-0.56929,-0.57203,-0.5909,-0.62585,-0.67346,-0.7283,-0.7838,-0.83297,-0.87116,-0.89624,-0.9085,-0.91009,-0.90367,-0.89236,-0.87852,-0.86313,-0.84628,-0.82883,-0.81119,-0.79403,-0.77818,-0.76429,-0.75205,-0.74096,-0.73024,-0.71913,-0.70699,-0.69334,-0.67775,-0.65991,-0.6398,-0.61842,-0.59896,-0.58554,-0.58267,-0.59458,-0.62329,-0.66616,-0.71834,-0.77353,-0.82485,-0.86645,-0.89547,-0.91138,-0.91599,-0.91172,-0.9016,-0.88833,-0.87342,-0.85671,-0.8391,-0.82114,-0.80336,-0.78659,-0.77182,-0.75892,-0.74742,-0.73664,-0.72576,-0.71408,-0.70108,-0.68628,-0.6693,-0.65008,-0.62876,-0.60821,-0.59227,-0.58547,-0.59208,-0.61595,-0.65519,-0.70566,-0.76145,-0.81581,-0.86198,-0.89647,-0.91799,-0.92781,-0.92869,-0.92406,-0.91736,-0.91117,-0.90622,-0.90206
1.1504,1.1482,1.1465,1.1456,1.1457,1.1466,1.1479,1.1491,1.1499,1.1499,1.1493,1.1486,1.148,1.1476,1.1469,1.146,1.1469,1.1525,1.1666,1.1931,1.233,1.2826,1.335,1.3813,1.4123,1.4215,1.4068,1.3707,1.3204,1.2651,1.2134,1.1719,1.1438,1.1275,1.1189,1.1145,1.1118,1.1092,1.1072,1.1066,1.1075,1.1098,1.1131,1.1173,1.1223,1.1281,1.1342,1.1399,1.1444,1.1489,1.1559,1.169,1.1922,1.2283,1.2753,1.3273,1.3761,1.4126,1.429,1.4218,1.392,1.345,1.2899,1.2356,1.1896,1.1563,1.1361,1.125,1.1194,1.1163,1.114,1.1119,1.111,1.1117,1.1139,1.1173,1.1216,1.1268,1.1326,1.139,1.145,1.1498,1.1538,1.1591,1.1688,1.1871,1.2177,1.2598,1.309,1.3575,1.3963,1.4167,1.4137,1.3868,1.34,1.2819,1.2224,1.1705,1.1328,1.1099,1.0951
-0.5798,-0.57746,-0.57527,-0.57354,-0.57251,-0.57232,-0.57312,-0.57506,-0.57822,-0.58276,-0.58906,-0.5976,-0.60877,-0.62262,-0.63885,-0.65607,-0.6729,-0.68836,-0.70184,-0.7127,-0.72138,-0.72715,-0.72796,-0.72114,-0.70437,-0.67572,-0.63523,-0.58516,-0.53052,-0.47802,-0.4337,-0.40231,-0.38665,-0.3855,-0.39438,-0.40912,-0.42604,-0.44233,-0.45711,-0.47105,-0.48471,-0.4986,-0.51315,-0.52878,-0.54596,-0.56508,-0.5862,-0.609,-0.6324,-0.65481,-0.67507,-0.69254,-0.70672,-0.7178,-0.7258,-0.72924,-0.72571,-0.71278,-0.68842,-0.65193,-0.60485,-0.55092,-0.4968,-0.44884,-0.41229,-0.3907,-0.38509,-0.39112,-0.40454,-0.42146,-0.43871,-0.4543,-0.46883,-0.48289,-0.49698,-0.51156,-0.52703,-0.54383,-0.56241,-0.58292,-0.60514,-0.62843,-0.65106,-0.67167,-0.68944,-0.70386,-0.71447,-0.72189,-0.72506,-0.72174,-0.70937,-0.68584,-0.64958,-0.60129,-0.54376,-0.48295,-0.42541,-0.37706,-0.342,-0.32016,-0.30573
0,-0.012723,-0.026067,-0.039749,-0.05324,-0.065892,-0.07663,-0.084401,-0.088618,-0.08882,-0.084516,-0.075155,-0.060294,-0.039851,-0.014114,0.01623,0.04986,0.085151,0.12064,0.15495,0.18671,0.21482,0.23829,0.25604,0.26705,0.27067,0.26655,0.25477,0.23574,0.2102,0.17917,0.14368,0.105,0.064826,0.024944,-0.013009,-0.047339,-0.076709,-0.10047,-0.11834,-0.13029,-0.13648,-0.13712,-0.13221,-0.12158,-0.10502,-0.08256,-0.054569,-0.021757,0.014578,0.052715,0.091063,0.1282,0.16272,0.19356,0.21982,0.24053,0.25471,0.26161,0.26076,0.2521,0.23591,0.21283,0.18387,0.15012,0.11276,0.073431,0.033887,-0.0042364,-0.039305,-0.069815,-0.094924,-0.11425,-0.12766,-0.13523,-0.13718,-0.13356,-0.12425,-0.10897,-0.087658,-0.06054,-0.028182,0.0083603,0.047456,0.087499,0.1271,0.16492,0.19986,0.23108,0.25771,0.27877,0.29345,0.30121,0.30192,0.2959,0.28391,0.26712,0.24677,0.22387,0.19942,0.17439
0,-0.0019732,-0.0040877,-0.0063384,-0.0086534,-0.010905,-0.012872,-0.014316,-0.015076,-0.015045,-0.014164,-0.012422,-0.0098636,-0.0065686,-0.0026036,0.0019697,0.007041,0.012477,0.018119,0.023712,0.028937,0.033518,0.037223,0.039867,0.041356,0.041666,0.040804,0.038791,0.035669,0.031543,0.026586,0.020987,0.01497,0.0087975,0.0026811,-0.0032424,-0.0087974,-0.013806,-0.018118,-0.021565,-0.023963,-0.02519,-0.025201,-0.024014,-0.021714,-0.018444,-0.014392,-0.0097148,-0.004526,0.0010524,0.0068899,0.012877,0.018813,0.024421,0.029439,0.033641,0.036826,0.038873,0.039736,0.039404,0.037887,0.035212,0.031466,0.026812,0.021442,0.015573,0.0094706,0.0033652,-0.0025928,-0.0082447,-0.013402,-0.017908,-0.021597,-0.024279,-0.025807,-0.026114,-0.025199,-0.023129,-0.020032,-0.016088,-0.011465,-0.00628,-0.00063127,0.0053658,0.011629,0.018012,0.024274,0.03015,0.035413,0.039851,0.043312,0.045721,0.047051,0.047287,0.046426,0.044503,0.041648,0.038034,0.033827,0.029244,0.024522
8.6736e-19,0.012613,0.025991,0.039979,0.054089,0.067585,0.07919,0.087584,0.091938,0.091691,0.086474,0.076048,0.060345,0.039529,0.013911,-0.015958,-0.048916,-0.083379,-0.11765,-0.14988,-0.17831,-0.20183,-0.21986,-0.23221,-0.23897,-0.24038,-0.23657,-0.22747,-0.21282,-0.19252,-0.16666,-0.13562,-0.10034,-0.062452,-0.023739,0.014001,0.048922,0.079546,0.10496,0.12448,0.13762,0.14416,0.1441,0.13758,0.12486,0.1063,0.082456,0.053873,0.021185,-0.014543,-0.05181,-0.089019,-0.12438,-0.15606,-0.18281,-0.20398,-0.21927,-0.22875,-0.23267,-0.23122,-0.22437,-0.21191,-0.19372,-0.16987,-0.14071,-0.10702,-0.070275,-0.032237,0.0053604,0.040726,0.072226,0.098824,0.11977,0.13448,0.14263,0.14417,0.13916,0.12781,0.11045,0.087528,0.059591,0.027183,-0.0088384,-0.047089,-0.086042,-0.12398,-0.15909,-0.1899,-0.21567,-0.23606,-0.25111,-0.26115,-0.26656,-0.26752,-0.26409,-0.25628,-0.24436,-0.22874,-0.20996,-0.18893,-0.16689
-0.6748,-0.69827,-0.72694,-0.76419,-0.80952,-0.85908,-0.90706,-0.94716,-0.97423,-0.98579,-0.98224,-0.96668,-0.94333,-0.91685,-0.89118,-0.86854,-0.84895,-0.83226,-0.81783,-0.80499,-0.79344,-0.7833,-0.77413,-0.76527,-0.75591,-0.74521,-0.73246,-0.71723,-0.69916,-0.67802,-0.65416,-0.62823,-0.6036,-0.58475,-0.57676,-0.58394,-0.60982,-0.65203,-0.70567,-0.76393,-0.81941,-0.8649,-0.89676,-0.9139,-0.91802,-0.9123,-0.90043,-0.88612,-0.87173,-0.85761,-0.84385,-0.83074,-0.81804,-0.80594,-0.79497,-0.78513,-0.77577,-0.76622,-0.7556,-0.74318,-0.72844,-0.71102,-0.6907,-0.6676,-0.64215,-0.61685,-0.59572,-0.58364,-0.58524,-0.60459,-0.64126,-0.69125,-0.74833,-0.80521,-0.85442,-0.89105,-0.91309,-0.9213,-0.91862,-0.90851,-0.89481,-0.88039,-0.86635,-0.85252,-0.83939,-0.82682,-0.81496,-0.80425,-0.79509,-0.787,-0.77941,-0.77156,-0.76278,-0.75264,-0.74102,-0.728,-0.71391,-0.69913,-0.68394,-0.66854,-0.65315
1.1504,1.1664,1.188,1.2194,1.26,1.3042,1.3445,1.3728,1.3822,1.3698,1.3376,1.2917,1.2414,1.1953,1.1602,1.1395,1.1317,1.1325,1.1376,1.1441,1.15,1.1552,1.1602,1.1652,1.1697,1.1732,1.1753,1.176,1.1754,1.1735,1.1701,1.1644,1.1577,1.1523,1.152,1.1612,1.1841,1.2201,1.2647,1.3102,1.3474,1.3677,1.3664,1.343,1.3023,1.2529,1.2045,1.165,1.1396,1.1292,1.1297,1.1363,1.1451,1.1535,1.1603,1.1662,1.1716,1.1765,1.1802,1.1826,1.1834,1.1829,1.1811,1.1779,1.1726,1.1657,1.1591,1.1564,1.1616,1.1793,1.2109,1.2531,1.299,1.3401,1.367,1.3735,1.3577,1.3225,1.2756,1.2264,1.1835,1.1531,1.1377,1.1344,1.1383,1.1454,1.1525,1.1581,1.1623,1.1659,1.169,1.1711,1.1721,1.172,1.1712,1.1704,1.1703,1.1712,1.1735,1.1767,1.1803
