0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.012824,0.027703,0.045742,0.067158,0.091316,0.11672,0.14169,0.16508,0.1862,0.20476,0.22088,0.23489,0.24703,0.25754,0.26662,0.27444,0.28116,0.2869,0.29176,0.29584,0.29921,0.30193,0.30404,0.30559,0.30658,0.30705,0.30698,0.30636,0.30517,0.30338,0.30093,0.29776,0.29376,0.28884,0.28285,0.2756,0.2669,0.25648,0.24401,0.22911,0.21131,0.19024,0.16586,0.13847,0.10873,0.0777,0.046475,0.015749,-0.01417,-0.043356,-0.072305,-0.10159,-0.13141,-0.16162,-0.19176,-0.22098,-0.24839,-0.27345,-0.29594,-0.31591,-0.33366,-0.34962,-0.36411,-0.37736,-0.38953,-0.40073,-0.41102,-0.42043,-0.42897,-0.4366,-0.4433,-0.44903,-0.45373,-0.45736,-0.4599,-0.46131,-0.46159,-0.46071,-0.45867,-0.45549,-0.45116,-0.44567,-0.43902,-0.43115,-0.42201,-0.41148,-0.39942,-0.38561,-0.36978,-0.35155,-0.33047,-0.30617,-0.27862,-0.24817,-0.21551,-0.18179,-0.14819,-0.11541,-0.083751,-0.053066,-0.022747,0.0078721,0.039023,0.070525,0.10179,0.13181,0.15954,0.1843,0.20581,0.22408,0.23946,0.25242,0.26334,0.27254,0.2803,0.28681,0.29226,0.29679,0.30053,0.30356,0.30597,0.3078,0.30912,0.30994,0.31028,0.31015,0.30955,0.30846,0.30685,0.30468,0.30189,0.29842,0.29416,0.28899,0.28278,0.27534,0.26646,0.25587,0.24324,0.22819,0.21023,0.189,0.16446,0.1369,0.107,0.075804,0.044422,0.013555,-0.016483,-0.045764,-0.074782,-0.10411,-0.13396,-0.1642,-0.19436,-0.2236,-0.25104,-0.27615,-0.29869,-0.31871,-0.33653,-0.35258,-0.36716,-0.38051,-0.39279,-0.40411,-0.41453,-0.42408,-0.43277,-0.44055,-0.4474,-0.45328,-0.45813,-0.46192,-0.46461,-0.46616,-0.46657,-0.46582,-0.4639,-0.46083,-0.4566,-0.4512,-0.44462,-0.43682,-0.42773,-0.41725,-0.40521,-0.39141,-0.37557,-0.35732,-0.33619,-0.3118,-0.28415,-0.25355,-0.22072,-0.1868,-0.15297,-0.11998,-0.088091,-0.057181,-0.026633,0.0042223,0.035619,0.067373,0.098894,0.12916,0.15711,0.18208,0.20376,0.22218,0.23769,0.25075,0.26177,0.27105,0.27887,0.28544,0.29095,0.29553,0.29931,0.3024,0.30486,0.30676,0.30815,0.30907,0.30954,0.30956,0.30916,0.30831,0.30699,0.30518,0.30283,0.29988,0.29625,0.29185,0.28656,0.28022,0.27266,0.26366,0.25294,0.24017,0.22497,0.20704,0.18645,0.16362,0.13934,0.11482,0.091214,0.069126,0.048611,0.029173
-0.6748,-0.67316,-0.67112,-0.66839,-0.66482,-0.6604,-0.65529,-0.64978,-0.64417,-0.63872,-0.63365,-0.6291,-0.62513,-0.62175,-0.61896,-0.61671,-0.61495,-0.61361,-0.61264,-0.61195,-0.61147,-0.61113,-0.61088,-0.61065,-0.61041,-0.61009,-0.60969,-0.60917,-0.60853,-0.60775,-0.60684,-0.60581,-0.60467,-0.60343,-0.60209,-0.60065,-0.59908,-0.59733,-0.5953,-0.59284,-0.58971,-0.58555,-0.57995,-0.57255,-0.56315,-0.55168,-0.53846,-0.52407,-0.50897,-0.4935,-0.47779,-0.46168,-0.44548,-0.42983,-0.41572,-0.40462,-0.39816,-0.39682,-0.40077,-0.40977,-0.42311,-0.43988,-0.45953,-0.4815,-0.50524,-0.53022,-0.55595,-0.58201,-0.60799,-0.63356,-0.6584,-0.68225,-0.70485,-0.72602,-0.74556,-0.76334,-0.77924,-0.79317,-0.8051,-0.81502,-0.82298,-0.82909,-0.83348,-0.83636,-0.83798,-0.83862,-0.83861,-0.8383,-0.83803,-0.83812,-0.83883,-0.84018,-0.84168,-0.84268,-0.84235,-0.8398,-0.83449,-0.82672,-0.81693,-0.80564,-0.79334,-0.78018,-0.76582,-0.75007,-0.73295,-0.71477,-0.69626,-0.67832,-0.66169,-0.64688,-0.63414,-0.62348,-0.61474,-0.60772,-0.60224,-0.59811,-0.59513,-0.59313,-0.59194,-0.5914,-0.59137,-0.59173,-0.59237,-0.59318,-0.59408,-0.59501,-0.5959,-0.59671,-0.59741,-0.59798,-0.59839,-0.59866,-0.59876,-0.5987,-0.59847,-0.59806,-0.59744,-0.59653,-0.59523,-0.59339,-0.59074,-0.58694,-0.58154,-0.57419,-0.56467,-0.55294,-0.53936,-0.52456,-0.50903,-0.49316,-0.47708,-0.46064,-0.44413,-0.42818,-0.41379,-0.40243,-0.39573,-0.39418,-0.39794,-0.40676,-0.41994,-0.43655,-0.45606,-0.4779,-0.50151,-0.52638,-0.55202,-0.578,-0.60393,-0.62947,-0.65431,-0.67819,-0.70088,-0.72215,-0.74185,-0.75982,-0.77595,-0.79016,-0.80241,-0.81269,-0.82105,-0.82759,-0.83244,-0.83581,-0.83793,-0.83908,-0.8396,-0.83981,-0.84005,-0.84063,-0.8418,-0.84358,-0.84546,-0.84675,-0.84664,-0.84424,-0.83899,-0.83124,-0.82145,-0.81017,-0.79791,-0.78484,-0.77062,-0.75503,-0.73812,-0.72017,-0.70192,-0.68424,-0.66787,-0.6533,-0.6408,-0.63035,-0.62179,-0.61495,-0.60963,-0.60563,-0.60277,-0.60087,-0.59977,-0.59931,-0.59935,-0.59976,-0.60044,-0.60128,-0.60221,-0.60315,-0.60404,-0.60484,-0.60552,-0.60605,-0.60642,-0.60662,-0.60665,-0.60652,-0.60622,-0.60575,-0.60508,-0.60419,-0.603,-0.60139,-0.59919,-0.59613,-0.59187,-0.58619,-0.57902,-0.57044,-0.56091,-0.55105,-0.54126,-0.53176,-0.52261
1.1504,1.1449,1.1379,1.1286,1.1163,1.1011,1.0836,1.0648,1.0455,1.0265,1.0086,0.9921,0.97708,0.96366,0.95182,0.94152,0.93267,0.92514,0.91882,0.91357,0.90927,0.90578,0.90301,0.90086,0.89926,0.89817,0.89756,0.89743,0.89782,0.89876,0.90034,0.90267,0.90588,0.91011,0.91554,0.92235,0.93071,0.94078,0.95268,0.96648,0.98213,0.99943,1.0179,1.0366,1.0547,1.0709,1.084,1.0935,1.0989,1.1001,1.0973,1.0905,1.0804,1.0679,1.0545,1.0419,1.0324,1.0276,1.0283,1.0351,1.0476,1.065,1.0864,1.1108,1.1374,1.165,1.1928,1.2201,1.2459,1.2698,1.2913,1.3097,1.3249,1.3365,1.3444,1.3484,1.3485,1.3448,1.3374,1.3264,1.3123,1.2953,1.276,1.2548,1.2324,1.2094,1.1868,1.1652,1.1456,1.1288,1.1155,1.1066,1.1026,1.1034,1.1083,1.1161,1.1253,1.1339,1.1406,1.1442,1.1443,1.1404,1.1326,1.1208,1.1052,1.0862,1.0648,1.0421,1.0193,0.99745,0.97726,0.95914,0.94325,0.92959,0.91808,0.9086,0.90098,0.89502,0.89053,0.88732,0.8852,0.88401,0.88361,0.88387,0.88469,0.88602,0.88779,0.89,0.89265,0.89577,0.89944,0.90375,0.90881,0.91476,0.92178,0.93002,0.93965,0.95084,0.96369,0.97828,0.99456,1.0123,1.0311,1.05,1.068,1.0839,1.0968,1.1058,1.1106,1.1113,1.108,1.1006,1.09,1.077,1.0629,1.0499,1.04,1.0347,1.0352,1.0417,1.054,1.0712,1.0925,1.1169,1.1434,1.171,1.1989,1.2261,1.2521,1.2762,1.2977,1.3164,1.3318,1.3437,1.3519,1.3562,1.3567,1.3534,1.3464,1.3359,1.3223,1.3059,1.2871,1.2665,1.2447,1.2225,1.2005,1.1796,1.1606,1.1444,1.1318,1.1235,1.1199,1.121,1.1262,1.1342,1.1434,1.152,1.1585,1.1621,1.1621,1.1582,1.1503,1.1384,1.1227,1.1036,1.0822,1.0595,1.0367,1.0148,0.99465,0.97657,0.96071,0.94708,0.93561,0.92616,0.91857,0.91263,0.90816,0.90495,0.90282,0.90161,0.90115,0.90132,0.90202,0.90316,0.90469,0.90658,0.90882,0.91145,0.9145,0.91807,0.92225,0.92718,0.93301,0.93991,0.94804,0.95758,0.96869,0.98147,0.99597,1.0121,1.0296,1.0477,1.0655,1.082,1.0963,1.1078,1.1166,1.1231,1.1283
-0.5798,-0.57736,-0.57419,-0.56978,-0.56385,-0.55638,-0.54764,-0.53812,-0.52829,-0.51855,-0.50923,-0.50052,-0.49251,-0.48523,-0.4787,-0.47291,-0.46784,-0.46344,-0.45968,-0.45649,-0.45384,-0.45167,-0.44996,-0.44867,-0.44779,-0.44732,-0.44725,-0.44762,-0.44846,-0.44982,-0.45177,-0.45439,-0.45779,-0.4621,-0.46746,-0.47404,-0.482,-0.49153,-0.50283,-0.51609,-0.53148,-0.54915,-0.56902,-0.5907,-0.61348,-0.63646,-0.6585,-0.67865,-0.69643,-0.7117,-0.7246,-0.73543,-0.74436,-0.75147,-0.75685,-0.76067,-0.76328,-0.76545,-0.76782,-0.7709,-0.77499,-0.78014,-0.78603,-0.79228,-0.79847,-0.80419,-0.80903,-0.81263,-0.81467,-0.81489,-0.81306,-0.80903,-0.80268,-0.79395,-0.78285,-0.7694,-0.7537,-0.73588,-0.71608,-0.69451,-0.67139,-0.647,-0.62163,-0.59561,-0.5693,-0.54309,-0.51742,-0.49274,-0.46953,-0.44831,-0.4296,-0.41411,-0.40288,-0.39663,-0.39568,-0.40001,-0.40888,-0.42044,-0.43317,-0.44587,-0.45757,-0.46774,-0.47642,-0.48354,-0.48894,-0.4925,-0.49414,-0.49397,-0.49225,-0.48937,-0.48573,-0.48172,-0.47765,-0.47374,-0.47013,-0.46689,-0.46408,-0.46171,-0.45976,-0.45822,-0.45706,-0.45626,-0.45581,-0.45567,-0.45586,-0.45637,-0.45721,-0.45841,-0.46,-0.46205,-0.46462,-0.46779,-0.47168,-0.47641,-0.48212,-0.48897,-0.49715,-0.50684,-0.51825,-0.53156,-0.54696,-0.56461,-0.58444,-0.60604,-0.62874,-0.65162,-0.67353,-0.69354,-0.71117,-0.72628,-0.73901,-0.74969,-0.75847,-0.76546,-0.77076,-0.77454,-0.77716,-0.77938,-0.78185,-0.78506,-0.78932,-0.79465,-0.80074,-0.8072,-0.81362,-0.81958,-0.82467,-0.82852,-0.83082,-0.83129,-0.82971,-0.82591,-0.81979,-0.81127,-0.80035,-0.78708,-0.77153,-0.75383,-0.73415,-0.71267,-0.68963,-0.6653,-0.63998,-0.61399,-0.58771,-0.56151,-0.53584,-0.51114,-0.48789,-0.46661,-0.44781,-0.43219,-0.4208,-0.41433,-0.41314,-0.4172,-0.4258,-0.4371,-0.44961,-0.4621,-0.47361,-0.48361,-0.49213,-0.49907,-0.50431,-0.50769,-0.50917,-0.50885,-0.50701,-0.50401,-0.50028,-0.49619,-0.49206,-0.4881,-0.48445,-0.48118,-0.47834,-0.47594,-0.47396,-0.47239,-0.4712,-0.47036,-0.46984,-0.46962,-0.4697,-0.47005,-0.4707,-0.47165,-0.47294,-0.4746,-0.47669,-0.4793,-0.48251,-0.48643,-0.4912,-0.49697,-0.50391,-0.51218,-0.52199,-0.53355,-0.54703,-0.56264,-0.58035,-0.59979,-0.62031,-0.64099,-0.66067,-0.67844,-0.694,-0.70759,-0.71992
-8.6736e-19,-0.012897,-0.027864,-0.046012,-0.067564,-0.091879,-0.11746,-0.14261,-0.16618,-0.18746,-0.20618,-0.22245,-0.23658,-0.24884,-0.25946,-0.26864,-0.27655,-0.28334,-0.28914,-0.29406,-0.29819,-0.3016,-0.30436,-0.3065,-0.30806,-0.30907,-0.30954,-0.30947,-0.30885,-0.30764,-0.30583,-0.30335,-0.30014,-0.29609,-0.29111,-0.28505,-0.27772,-0.26892,-0.25839,-0.24579,-0.23075,-0.21278,-0.19152,-0.16694,-0.13934,-0.10939,-0.078162,-0.046786,-0.015986,0.013897,0.042906,0.07152,0.10031,0.12949,0.15894,0.18821,0.21648,0.24291,0.26698,0.2885,0.30754,0.32442,0.33957,0.3533,0.36585,0.37738,0.388,0.39778,0.40674,0.41488,0.42217,0.42858,0.43408,0.4386,0.44212,0.44459,0.446,0.44632,0.44555,0.44368,0.44073,0.43668,0.43155,0.42531,0.41792,0.40933,0.39943,0.38806,0.37503,0.36004,0.34273,0.32264,0.29938,0.27291,0.24352,0.21189,0.17911,0.1463,0.11415,0.082929,0.052489,0.022246,-0.0084213,-0.039709,-0.071405,-0.10289,-0.13313,-0.16107,-0.18605,-0.20775,-0.22619,-0.24172,-0.25482,-0.26586,-0.27517,-0.28302,-0.28961,-0.29512,-0.29972,-0.3035,-0.30657,-0.30901,-0.31088,-0.31221,-0.31304,-0.31338,-0.31325,-0.31265,-0.31154,-0.30991,-0.30771,-0.30489,-0.30136,-0.29705,-0.29182,-0.28553,-0.278,-0.26901,-0.2583,-0.24553,-0.23033,-0.21219,-0.19077,-0.16601,-0.13823,-0.1081,-0.076691,-0.045149,-0.014205,0.015796,0.044888,0.073548,0.10235,0.13153,0.16095,0.19017,0.21841,0.2448,0.26884,0.29034,0.30937,0.32625,0.34142,0.35518,0.36778,0.37938,0.39008,0.39995,0.409,0.41725,0.42467,0.43121,0.43683,0.44149,0.44515,0.44776,0.4493,0.44976,0.44912,0.44739,0.44456,0.44064,0.43562,0.42949,0.42221,0.41371,0.4039,0.39262,0.37966,0.36473,0.34747,0.3274,0.30414,0.27764,0.24819,0.21646,0.18355,0.15058,0.11825,0.086829,0.056182,0.025717,-0.0051896,-0.036731,-0.068691,-0.10044,-0.13094,-0.15912,-0.18432,-0.2062,-0.2248,-0.24048,-0.25369,-0.26483,-0.27423,-0.28214,-0.2888,-0.29438,-0.29902,-0.30286,-0.30599,-0.30848,-0.31041,-0.31182,-0.31275,-0.31323,-0.31326,-0.31284,-0.31198,-0.31064,-0.30881,-0.30642,-0.30343,-0.29975,-0.29529,-0.28993,-0.28351,-0.27585,-0.26674,-0.25589,-0.24298,-0.22761,-0.20949,-0.1887,-0.16566,-0.14117,-0.11645,-0.09268,-0.070463,-0.049852,-0.030346
-1.0842e-19,-0.0019857,-0.004346,-0.0073071,-0.010955,-0.015233,-0.01993,-0.024779,-0.029576,-0.034171,-0.038475,-0.042466,-0.046157,-0.049557,-0.052678,-0.055527,-0.058108,-0.060427,-0.062484,-0.064279,-0.065812,-0.067079,-0.06808,-0.068812,-0.069276,-0.069474,-0.069407,-0.069081,-0.068501,-0.067672,-0.066602,-0.065295,-0.063754,-0.061982,-0.059975,-0.057726,-0.055224,-0.052449,-0.04938,-0.045988,-0.042238,-0.038096,-0.033553,-0.028662,-0.023524,-0.01829,-0.013138,-0.0082001,-0.0035073,0.0010018,0.0054779,0.010146,0.015212,0.020793,0.026913,0.033484,0.040294,0.047083,0.053628,0.059759,0.065365,0.070415,0.074928,0.078932,0.082456,0.085534,0.088201,0.09049,0.092432,0.094058,0.095392,0.096456,0.09727,0.097846,0.098197,0.098328,0.098241,0.097937,0.097411,0.096651,0.095647,0.094378,0.092823,0.090954,0.088741,0.086148,0.083137,0.079669,0.075702,0.071197,0.066118,0.060437,0.054177,0.047452,0.040443,0.033388,0.026578,0.020237,0.014444,0.0091557,0.0042196,-0.00063,-0.0056551,-0.011009,-0.016742,-0.022792,-0.028971,-0.035045,-0.040829,-0.046191,-0.051062,-0.055442,-0.059367,-0.062873,-0.065991,-0.068747,-0.071162,-0.073255,-0.075037,-0.07652,-0.077708,-0.078607,-0.079221,-0.079552,-0.079605,-0.079385,-0.078897,-0.07815,-0.07715,-0.075908,-0.074432,-0.072728,-0.070802,-0.068656,-0.06629,-0.063695,-0.060862,-0.057772,-0.054403,-0.050725,-0.046706,-0.042309,-0.03753,-0.032421,-0.027087,-0.021679,-0.016375,-0.011302,-0.006484,-0.0018512,0.0027564,0.0075726,0.012809,0.018587,0.024928,0.03174,0.038806,0.045855,0.052657,0.059033,0.064868,0.070129,0.074834,0.079011,0.082692,0.085909,0.088698,0.091093,0.093127,0.094831,0.09623,0.097347,0.0982,0.098806,0.099174,0.099312,0.099222,0.098903,0.098349,0.097551,0.096495,0.095162,0.093528,0.091566,0.089241,0.08652,0.083361,0.079724,0.075566,0.070847,0.065531,0.05959,0.053049,0.046028,0.038717,0.031367,0.024277,0.017683,0.011667,0.006181,0.0010674,-0.0039508,-0.0091452,-0.014675,-0.02059,-0.026827,-0.033189,-0.039436,-0.045377,-0.050878,-0.055866,-0.060345,-0.064352,-0.067925,-0.071096,-0.073893,-0.076338,-0.078451,-0.080246,-0.081732,-0.082919,-0.083813,-0.084418,-0.08474,-0.084785,-0.08456,-0.084073,-0.083334,-0.082353,-0.081141,-0.079709,-0.078067,-0.076222,-0.07418,-0.071942,-0.069504,-0.066857,-0.063987,-0.060872,-0.057486,-0.053796,-0.049765,-0.045389,-0.040727,-0.035896,-0.031062,-0.026441,-0.022205,-0.018411,-0.015011,-0.011858
0,0.012522,0.027015,0.044525,0.065243,0.088545,0.11299,0.137,0.1595,0.1799,0.19798,0.21389,0.22795,0.24039,0.25142,0.26119,0.26983,0.27741,0.28401,0.28967,0.2944,0.29824,0.30119,0.30326,0.30446,0.3048,0.30429,0.30296,0.30083,0.29792,0.29425,0.28984,0.28469,0.2788,0.27214,0.26464,0.25622,0.24673,0.23599,0.22373,0.20959,0.19313,0.17393,0.15187,0.12708,0.10003,0.071558,0.042514,0.013453,-0.015399,-0.044159,-0.073275,-0.10318,-0.13395,-0.16525,-0.19641,-0.22634,-0.25399,-0.27867,-0.30008,-0.31823,-0.33347,-0.34627,-0.35702,-0.36604,-0.37361,-0.37993,-0.3852,-0.38956,-0.39313,-0.396,-0.39827,-0.39998,-0.40118,-0.4019,-0.40218,-0.402,-0.40137,-0.40028,-0.3987,-0.39658,-0.39388,-0.39051,-0.38639,-0.3814,-0.37539,-0.36818,-0.35956,-0.34927,-0.33698,-0.3223,-0.30476,-0.28398,-0.25993,-0.2329,-0.20352,-0.1728,-0.14176,-0.111,-0.080757,-0.050844,-0.020731,0.010078,0.041662,0.073707,0.1055,0.13597,0.16406,0.18917,0.21102,0.2297,0.24558,0.25916,0.2708,0.28081,0.28941,0.29677,0.30301,0.30821,0.31245,0.31576,0.31817,0.31969,0.32034,0.32012,0.31907,0.31719,0.31451,0.31105,0.30685,0.30193,0.29631,0.28999,0.28298,0.27524,0.26672,0.25733,0.24694,0.23535,0.22231,0.20746,0.19035,0.17061,0.1481,0.12297,0.095692,0.067078,0.037958,0.0088595,-0.020012,-0.04879,-0.07793,-0.10786,-0.13865,-0.16997,-0.20113,-0.23107,-0.25872,-0.28341,-0.30481,-0.32296,-0.3382,-0.35099,-0.36175,-0.37077,-0.37834,-0.38467,-0.38994,-0.39431,-0.39788,-0.40076,-0.40303,-0.40474,-0.40595,-0.40668,-0.40695,-0.40677,-0.40615,-0.40505,-0.40346,-0.40134,-0.39862,-0.39524,-0.39111,-0.38609,-0.38005,-0.37282,-0.36416,-0.35382,-0.34146,-0.3267,-0.30906,-0.28816,-0.26395,-0.23673,-0.20714,-0.1762,-0.14493,-0.11393,-0.083437,-0.053278,-0.022917,0.0081339,0.039945,0.072189,0.10414,0.1347,0.16284,0.18794,0.20974,0.22832,0.24409,0.25753,0.26903,0.27888,0.28732,0.29451,0.30059,0.30563,0.30972,0.31287,0.31514,0.31653,0.31707,0.31677,0.31566,0.31375,0.31109,0.3077,0.30361,0.29886,0.29348,0.2875,0.28091,0.27372,0.26589,0.25736,0.24803,0.23776,0.22634,0.2135,0.19888,0.18222,0.1635,0.143,0.12134,0.09945,0.078256,0.058252,0.039492,0.021574
-0.6748,-0.67477,-0.67514,-0.6763,-0.67872,-0.68301,-0.6897,-0.69883,-0.71039,-0.72424,-0.7401,-0.75759,-0.77648,-0.79646,-0.81715,-0.83815,-0.85907,-0.87949,-0.89903,-0.91733,-0.93406,-0.94894,-0.96171,-0.97218,-0.9802,-0.98566,-0.98851,-0.98876,-0.98647,-0.98175,-0.97477,-0.96577,-0.95504,-0.94292,-0.92983,-0.91621,-0.90256,-0.88937,-0.87714,-0.86629,-0.85714,-0.8498,-0.84395,-0.83905,-0.83436,-0.82907,-0.82259,-0.81496,-0.80637,-0.79714,-0.78762,-0.77782,-0.76735,-0.75595,-0.74354,-0.73031,-0.71683,-0.70387,-0.69205,-0.68181,-0.67336,-0.66668,-0.66161,-0.65798,-0.65558,-0.65423,-0.65374,-0.65394,-0.65467,-0.65578,-0.65713,-0.65862,-0.66012,-0.66155,-0.66284,-0.6639,-0.6647,-0.66518,-0.66531,-0.66508,-0.66446,-0.66344,-0.66201,-0.66016,-0.65788,-0.65512,-0.65185,-0.64799,-0.64343,-0.63801,-0.63147,-0.62347,-0.61362,-0.60167,-0.58752,-0.57128,-0.55355,-0.53522,-0.51703,-0.49957,-0.48322,-0.46796,-0.45411,-0.44224,-0.43325,-0.42835,-0.42884,-0.43489,-0.44638,-0.46282,-0.48334,-0.50692,-0.53299,-0.56094,-0.59016,-0.6201,-0.65022,-0.68003,-0.70909,-0.737,-0.76341,-0.78803,-0.81057,-0.83082,-0.8486,-0.86378,-0.87627,-0.88602,-0.89307,-0.89748,-0.89938,-0.89896,-0.89646,-0.8922,-0.88653,-0.87988,-0.87271,-0.86551,-0.85876,-0.85293,-0.84838,-0.84525,-0.84314,-0.84139,-0.83919,-0.83558,-0.82993,-0.8225,-0.81367,-0.80395,-0.79388,-0.78359,-0.77267,-0.76086,-0.74808,-0.7345,-0.72073,-0.70753,-0.69553,-0.68516,-0.67663,-0.6699,-0.66481,-0.66117,-0.65877,-0.65744,-0.65696,-0.65718,-0.65793,-0.65906,-0.66044,-0.66194,-0.66347,-0.66492,-0.66622,-0.66731,-0.66813,-0.66862,-0.66878,-0.66855,-0.66794,-0.66692,-0.66549,-0.66364,-0.66133,-0.65855,-0.65524,-0.65133,-0.64671,-0.64122,-0.63461,-0.62653,-0.61661,-0.6046,-0.59042,-0.57418,-0.55649,-0.53826,-0.52024,-0.50302,-0.487,-0.47219,-0.45886,-0.44762,-0.43932,-0.43515,-0.43636,-0.4431,-0.4552,-0.47216,-0.4931,-0.51702,-0.54335,-0.5715,-0.60089,-0.63096,-0.66119,-0.69109,-0.72024,-0.74824,-0.77474,-0.79944,-0.82208,-0.84243,-0.86032,-0.87562,-0.88824,-0.89813,-0.90532,-0.90987,-0.91191,-0.91162,-0.90923,-0.90505,-0.89943,-0.89278,-0.88556,-0.87828,-0.87142,-0.86549,-0.86092,-0.85793,-0.85626,-0.85541,-0.8547,-0.85335,-0.85078,-0.84714,-0.84263,-0.83753,-0.83226
1.1504,1.1444,1.137,1.1275,1.1159,1.1027,1.0894,1.0774,1.0682,1.0625,1.0609,1.0632,1.069,1.0777,1.0886,1.101,1.114,1.1272,1.1396,1.1508,1.1602,1.1673,1.1718,1.1734,1.172,1.1674,1.1595,1.1485,1.1345,1.1178,1.0986,1.0775,1.0551,1.0319,1.0089,0.98694,0.96713,0.95058,0.93843,0.93178,0.93157,0.93854,0.95287,0.97377,0.99965,1.0283,1.057,1.0831,1.105,1.122,1.1337,1.1406,1.1433,1.1421,1.1372,1.1293,1.119,1.1072,1.0947,1.0825,1.0712,1.0613,1.0528,1.046,1.0406,1.0367,1.034,1.0324,1.0317,1.0317,1.0322,1.0331,1.0343,1.0357,1.0371,1.0385,1.0399,1.0413,1.0426,1.0439,1.0452,1.0467,1.0485,1.0507,1.0535,1.0569,1.0611,1.0663,1.0725,1.0798,1.088,1.097,1.1062,1.115,1.1225,1.1279,1.1304,1.1296,1.1255,1.118,1.1069,1.0923,1.0744,1.054,1.0322,1.0109,0.99261,0.97898,0.97125,0.97003,0.97516,0.98584,1.0012,1.0201,1.0416,1.0646,1.0881,1.1113,1.1332,1.1533,1.1709,1.1856,1.1971,1.2049,1.209,1.2093,1.2058,1.1985,1.1876,1.1733,1.1561,1.1364,1.1147,1.0917,1.0682,1.0452,1.0237,1.0047,0.98944,0.97903,0.9745,0.97674,0.98625,1.0026,1.0244,1.0498,1.0762,1.1007,1.1216,1.1379,1.1491,1.1556,1.1577,1.156,1.1507,1.1423,1.1315,1.1192,1.1064,1.0939,1.0824,1.0722,1.0636,1.0565,1.0511,1.047,1.0442,1.0425,1.0417,1.0417,1.0422,1.0431,1.0443,1.0456,1.047,1.0485,1.0499,1.0513,1.0526,1.054,1.0554,1.057,1.0589,1.0611,1.0639,1.0674,1.0717,1.077,1.0833,1.0907,1.099,1.1081,1.1174,1.1263,1.1339,1.1394,1.142,1.1414,1.1374,1.13,1.1191,1.1047,1.0869,1.0666,1.045,1.0239,1.0057,0.99209,0.98433,0.98299,0.98794,0.99837,1.0134,1.0321,1.0533,1.076,1.0992,1.1221,1.1439,1.1638,1.1813,1.1959,1.2072,1.215,1.2191,1.2192,1.2156,1.2081,1.1969,1.1823,1.1647,1.1443,1.1219,1.0979,1.0732,1.0487,1.0253,1.0042,0.9864,0.97319,0.96564,0.96479,0.97134,0.98501,1.0047,1.0285,1.0538,1.0779,1.0995,1.1183,1.135
