Time,"Device/SubDeviceList/RAnkleRoll/Position/Actuator/Value","Device/SubDeviceList/LHipYawPitch/Position/Actuator/Value","Device/SubDeviceList/RFoot/FSR/FrontLeft/Sensor/Value","Device/SubDeviceList/RKneePitch/Position/Actuator/Value","Device/SubDeviceList/LKneePitch/Position/Actuator/Value","Device/SubDeviceList/RHipRoll/Position/Actuator/Value","Device/SubDeviceList/LHipRoll/Position/Actuator/Value","Device/SubDeviceList/RFoot/FSR/FrontRight/Sensor/Value","Device/SubDeviceList/LHipPitch/Position/Actuator/Value","Device/SubDeviceList/LFoot/FSR/FrontRight/Sensor/Value","Device/SubDeviceList/LFoot/FSR/RearLeft/Sensor/Value","Device/SubDeviceList/LAnklePitch/Position/Actuator/Value","Device/SubDeviceList/RHipPitch/Position/Actuator/Value","Device/SubDeviceList/RFoot/FSR/RearRight/Sensor/Value","Device/SubDeviceList/RFoot/FSR/RearLeft/Sensor/Value","Device/SubDeviceList/LFoot/FSR/FrontLeft/Sensor/Value","Device/SubDeviceList/LAnkleRoll/Position/Actuator/Value","Device/SubDeviceList/LFoot/FSR/RearRight/Sensor/Value","Device/SubDeviceList/RAnklePitch/Position/Actuator/Value"
4.0838,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.158813,0.131256,-0.023071,1.51113,-0.66373
4.09559,-0.029866,-0.01174,0.265712,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0178042,0,-0.32887,-0.60538,0,0.158813,0.130325,-0.023071,1.51113,-0.66373
4.10377,-0.029866,-0.01174,0.265712,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0178042,0,-0.32887,-0.60538,0,0.158813,0.130325,-0.023071,1.51113,-0.66373
4.11634,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158387,0.13079,-0.023071,1.51113,-0.66373
4.1239,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158387,0.13079,-0.023071,1.51113,-0.66373
4.13644,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.5184,-0.66373
4.14386,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.5184,-0.66373
4.15635,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.159027,0.131256,-0.023071,1.51113,-0.66373
4.16403,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.159027,0.131256,-0.023071,1.51113,-0.66373
4.17644,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.132429,-0.023071,1.51113,-0.66373
4.18411,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.132429,-0.023071,1.51113,-0.66373
4.19683,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.5184,-0.66373
4.20408,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.5184,-0.66373
4.21682,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.51113,-0.66373
4.22423,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.51113,-0.66373
4.23686,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.158387,0.130557,-0.023071,1.51113,-0.66373
4.24425,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.158387,0.130557,-0.023071,1.51113,-0.66373
4.2561,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.441506,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.50392,-0.66373
4.26437,-0.029866,-0.01174,0.265334,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0181573,0,-0.32887,-0.60538,0,0.159241,0.130325,-0.023071,1.51113,-0.66373
4.27657,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0170154,0,-0.32887,-0.60538,0,0.158813,0.131256,-0.023071,1.51113,-0.66373
4.28443,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0181573,0,-0.32887,-0.60538,0,0.159241,0.130557,-0.023071,1.51113,-0.66373
4.29619,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
4.30453,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159027,0.131023,-0.023071,1.51113,-0.66373
4.31607,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
4.32458,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0176282,0,-0.32887,-0.60538,0,0.159241,0.13079,-0.023071,1.5184,-0.66373
4.33617,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158813,0.130325,-0.023071,1.51113,-0.66373
4.3445,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0175404,0,-0.32887,-0.60538,0,0.158813,0.130557,-0.023071,1.5184,-0.66373
4.35619,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.158387,0.13079,-0.023071,1.5184,-0.66373
4.36455,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.437314,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158387,0.13079,-0.023071,1.51113,-0.66373
4.3761,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.131023,-0.023071,1.51113,-0.66373
4.38456,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0176282,0,-0.32887,-0.60538,0,0.158813,0.131256,-0.023071,1.51113,-0.66373
4.39612,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0175404,0,-0.32887,-0.60538,0,0.159027,0.130557,-0.023071,1.51113,-0.66373
4.40458,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0178042,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.51113,-0.66373
4.41632,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
4.42482,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159027,0.130557,-0.023071,1.5184,-0.66373
4.43608,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159027,0.122428,-0.023071,1.51113,-0.66373
4.44472,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158387,0.131023,-0.023071,1.51113,-0.66373
4.45611,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158387,0.131023,-0.023071,1.51113,-0.66373
4.46479,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0176282,0,-0.32887,-0.60538,0,0.158813,0.130557,-0.023071,1.5184,-0.66373
4.47613,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159241,0.13079,-0.023071,1.51113,-0.66373
4.48491,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0175404,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
4.49646,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
4.50486,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
4.51632,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.158387,0.130325,-0.023071,1.51113,-0.66373
4.52497,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.441506,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159455,0.13079,-0.023071,1.50392,-0.66373
4.5364,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159241,0.132194,-0.023071,1.51113,-0.66373
4.54511,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.51113,-0.66373
4.55609,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.159027,0.131256,-0.023071,1.51113,-0.66373
4.56505,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.158813,0.131256,-0.023071,1.5184,-0.66373
4.57621,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0169283,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.5184,-0.66373
4.58512,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0169283,0,-0.32887,-0.60538,0,0.158387,0.131256,-0.023071,1.51113,-0.66373
4.59576,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.1586,0.130325,-0.023071,1.51113,-0.66373
4.6052,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0175404,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.51113,-0.66373
4.61615,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159241,0.13079,-0.023071,1.51113,-0.66373
4.62522,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0165807,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.51113,-0.66373
4.63632,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158813,0.130557,-0.023071,1.51113,-0.66373
4.64532,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
4.65597,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0176282,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
4.66534,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.131023,-0.023071,1.51113,-0.66373
4.67598,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.158175,0.131023,-0.023071,1.51113,-0.66373
4.68546,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.1586,0.130325,-0.023071,1.51113,-0.66373
4.696,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0176282,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.5184,-0.66373
4.70549,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0176282,0,-0.32887,-0.60538,0,0.158387,0.131256,-0.023071,1.51113,-0.66373
4.71598,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
4.72552,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.436484,-0.8797,0.0175404,0,-0.32887,-0.60538,0,0.158175,0.131023,-0.023071,1.51113,-0.66373
4.73599,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.159027,0.131023,-0.023071,1.51113,-0.66373
4.7456,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.157963,0.13079,-0.023071,1.51113,-0.66373
4.75596,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.437314,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.1586,0.131256,-0.023071,1.5184,-0.66373
4.76559,-0.029866,-0.01174,0.264956,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.51113,-0.66373
4.7761,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159241,0.131023,-0.023071,1.51113,-0.66373
4.78576,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.51113,-0.66373
4.79869,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158175,0.130325,-0.023071,1.51113,-0.66373
4.80579,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158175,0.130325,-0.023071,1.51113,-0.66373
4.81634,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158387,0.130325,-0.023071,1.51113,-0.66373
4.82602,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.51113,-0.66373
4.83622,-0.029866,-0.01174,0.264956,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
4.84589,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.15967,0.13149,-0.023071,1.51113,-0.66373
4.85603,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159027,0.130557,-0.023071,1.51113,-0.66373
4.86588,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159027,0.130557,-0.023071,1.51113,-0.66373
4.8763,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159241,0.13079,-0.023071,1.51113,-0.66373
4.88592,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0170154,0,-0.32887,-0.60538,0,0.1586,0.130557,-0.023071,1.51113,-0.66373
4.89608,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158813,0.130557,-0.023071,1.5184,-0.66373
4.90609,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159027,0.131023,-0.023071,1.51113,-0.66373
4.91606,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159241,0.131023,-0.023071,1.51113,-0.66373
4.92612,-0.029866,-0.01174,0.264956,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159027,0.13149,-0.023071,1.51113,-0.66373
4.93617,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158813,0.130557,-0.023071,1.51113,-0.66373
4.94641,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.1586,0.13149,-0.023071,1.51113,-0.66373
4.95623,-0.029866,-0.01174,0.264956,1.1549,1.0947,0.028663,0.019806,0.436484,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.1586,0.132429,-0.023071,1.50392,-0.66373
4.96632,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.159027,0.130325,-0.023071,1.5184,-0.66373
4.97636,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158387,0.13079,-0.023071,1.51113,-0.66373
4.98632,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.5184,-0.66373
4.99644,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158387,0.131023,-0.023071,1.5184,-0.66373
5.00642,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159027,0.131724,-0.023071,1.51113,-0.66373
5.01643,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0169283,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
5.02658,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0176282,0,-0.32887,-0.60538,0,0.1586,0.132429,-0.023071,1.51113,-0.66373
5.03649,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158387,0.13149,-0.023071,1.5184,-0.66373
5.04643,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.158813,0.13149,-0.023071,1.51113,-0.66373
5.05656,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158387,0.131023,-0.023071,1.5184,-0.66373
5.06662,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.159455,0.13149,-0.023071,1.5184,-0.66373
5.07666,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.131023,-0.023071,1.51113,-0.66373
5.08657,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.158813,0.13079,-0.023071,1.51113,-0.66373
5.09668,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158813,0.130557,-0.023071,1.5184,-0.66373
5.1067,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
5.11673,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
5.12672,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.159241,0.13079,-0.023071,1.51113,-0.66373
5.13682,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0175404,0,-0.32887,-0.60538,0,0.159027,0.13149,-0.023071,1.51113,-0.66373
5.14679,-0.029866,-0.01174,0.263079,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0178923,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
5.15698,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158387,0.131023,-0.023071,1.5184,-0.66373
5.16684,-0.029866,-0.01174,0.262705,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0177162,0,-0.32887,-0.60538,0,0.158813,0.131256,-0.023071,1.51113,-0.66373
5.17694,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158387,0.131023,-0.023071,1.51113,-0.66373
5.18694,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158387,0.129862,-0.023071,1.52572,-0.66373
5.1969,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159241,0.130093,-0.023071,1.5184,-0.66373
5.2069,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.437314,-0.8797,0.0172775,0,-0.32887,-0.60538,0,0.158813,0.130557,-0.023071,1.51113,-0.66373
5.21695,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158813,0.131256,-0.023071,1.50392,-0.66373
5.22692,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.51113,-0.66373
5.23711,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159027,0.131724,-0.023071,1.51113,-0.66373
5.24716,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.51113,-0.66373
5.25709,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.437314,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.1586,0.131023,-0.023071,1.52572,-0.66373
5.26716,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.158813,0.13079,-0.023071,1.51113,-0.66373
5.27716,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.0179806,0,-0.32887,-0.60538,0,0.159027,0.131023,-0.023071,1.5184,-0.66373
5.28714,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.1586,0.131959,-0.023071,1.51113,-0.66373
5.29725,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0175404,0,-0.32887,-0.60538,0,0.159027,0.131959,-0.023071,1.5184,-0.66373
5.30716,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0174526,0,-0.32887,-0.60538,0,0.159027,0.13079,-0.023071,1.50392,-0.66373
5.31736,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.438147,-0.8797,0.0178042,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.51113,-0.66373
5.32722,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.0170154,0,-0.32887,-0.60538,0,0.1586,0.13079,-0.023071,1.51113,-0.66373
5.33723,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.0178042,0,-0.32887,-0.60538,0,0.158387,0.132429,-0.023071,1.51113,-0.66373
5.34723,-0.029866,-0.01174,0.264579,1.1549,1.0947,0.028663,0.019806,0.439821,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.159027,0.131724,-0.023071,1.50392,-0.66373
5.35739,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.437314,-0.8797,0.0171027,0,-0.32887,-0.60538,0,0.158813,0.131023,-0.023071,1.5184,-0.66373
5.36732,-0.029866,-0.01174,0.263828,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.158387,0.13079,-0.023071,1.50392,-0.66373
5.37736,-0.029866,-0.01174,0.263453,1.1549,1.0947,0.028663,0.019806,0.440662,-0.8797,0.01719,0,-0.32887,-0.60538,0,0.158813,0.130325,-0.023071,1.51113,-0.66373
5.38742,-0.029866,-0.01174,0.264203,1.1549,1.0947,0.028663,0.019806,0.438983,-0.8797,0.017365,0,-0.32887,-0.60538,0,0.158175,0.13079,-0.023071,1.51113,-0.66373
