Time, RHipRoll/ , LKneePitch/ , LHipPitch/ , RKneePitch/ , LAnklePitch/ , LHipYawPitch/ , RAnkleRoll/ , RHipPitch/ , LHipRoll/ , LAnkleRoll/ , RAnklePitch/ 
1.98563,-0.411975,1.03232,-0.654006,1.22271,-0.552283,0.0906897,0.222238,-0.584612,-0.379435,0.38924,-0.812863
1.99562,-0.41516,1.03204,-0.654224,1.23141,-0.552394,0.0913553,0.221031,-0.593287,-0.379435,0.390738,-0.813637
2.00559,-0.418287,1.03181,-0.654471,1.23999,-0.552508,0.0919992,0.220005,-0.601942,-0.379435,0.392211,-0.814297
2.03103,-0.427012,1.03173,-0.655509,1.2643,-0.55288,0.0936904,0.218976,-0.627615,-0.379435,0.39606,-0.814674
2.03576,-0.427012,1.03173,-0.655509,1.2643,-0.55288,0.0936904,0.218976,-0.627615,-0.379435,0.39606,-0.814674
2.04585,-0.429748,1.03182,-0.655912,1.272,-0.553013,0.0941961,0.219311,-0.636059,-0.379435,0.396965,-0.81439
2.05581,-0.432343,1.03192,-0.656352,1.27932,-0.553154,0.0946563,0.220075,-0.644387,-0.379435,0.397383,-0.814107
2.06586,-0.434876,1.03206,-0.656803,1.28645,-0.553298,0.095098,0.221063,-0.652656,-0.379435,0.397676,-0.813617
2.07586,-0.437265,1.03229,-0.657282,1.29312,-0.553443,0.0954966,0.221063,-0.660784,-0.379435,0.397676,-0.812647
2.08593,-0.439592,1.03256,-0.657768,1.29957,-0.55359,0.0958776,0.224316,-0.66884,-0.379435,0.397676,-0.811527
2.09596,-0.441773,1.03288,-0.658269,1.30553,-0.553737,0.0962178,0.224316,-0.676728,-0.379435,0.397676,-0.810058
2.1061,-0.44389,1.03322,-0.658771,1.31128,-0.553886,0.0965414,0.229129,-0.684532,-0.379435,0.397676,-0.808434
2.11595,-0.445855,1.0336,-0.659273,1.31653,-0.554039,0.0968263,0.232219,-0.692141,-0.379435,0.397676,-0.806449
2.12602,-0.447754,1.034,-0.659772,1.32156,-0.554192,0.097095,0.235555,-0.699658,-0.379435,0.397676,-0.804306
2.13621,-0.449495,1.03445,-0.660263,1.32604,-0.554346,0.097326,0.235555,-0.706962,-0.379435,0.397676,-0.801793
2.14604,-0.451166,1.0349,-0.660749,1.33027,-0.5545,0.0975415,0.243624,-0.714167,-0.379435,0.397676,-0.799122
2.15596,-0.452674,1.03537,-0.66122,1.33394,-0.554653,0.0977206,0.243624,-0.721139,-0.379435,0.397676,-0.79608
2.16622,-0.454111,1.03584,-0.661682,1.33735,-0.554806,0.0978848,0.25334,-0.728002,-0.379435,0.397676,-0.792879
2.17615,-0.455381,1.03631,-0.662123,1.3402,-0.554958,0.0980141,0.258894,-0.734611,-0.379435,0.397676,-0.789311
2.18623,-0.456579,1.03677,-0.66255,1.34279,-0.555112,0.0981286,0.264693,-0.741104,-0.379435,0.397676,-0.785585
2.19623,-0.457609,1.03724,-0.662945,1.34478,-0.555268,0.0982088,0.271066,-0.74733,-0.379435,0.397676,-0.78149
2.20623,-0.458565,1.03771,-0.663323,1.34651,-0.555426,0.098265,0.27768,-0.753436,-0.379435,0.397676,-0.777241
2.21636,-0.459429,1.03822,-0.663696,1.34773,-0.555603,0.098265,0.285577,-0.759844,-0.379435,0.397676,-0.772167
2.22626,-0.460113,1.03869,-0.664013,1.3485,-0.555766,0.098265,0.293067,-0.765503,-0.379435,0.397676,-0.767355
2.23635,-0.460646,1.03915,-0.664296,1.34875,-0.55593,0.0982369,0.301024,-0.770911,-0.379435,0.397676,-0.762243
2.24632,-0.461078,1.03962,-0.664552,1.34865,-0.556099,0.0982088,0.30928,-0.776145,-0.379435,0.397676,-0.756938
2.25631,-0.461361,1.04009,-0.664768,1.34805,-0.556275,0.0981807,0.30928,-0.78112,-0.379435,0.397676,-0.751345
2.26635,-0.46153,1.04056,-0.664954,1.34711,-0.556458,0.0981185,0.326977,-0.785918,-0.379435,0.397676,-0.745568
2.27637,-0.46142,1.04102,-0.665095,1.34566,-0.556653,0.0980051,0.336401,-0.79045,-0.379435,0.397676,-0.739513
2.28646,-0.461309,1.04147,-0.665205,1.3439,-0.556857,0.097872,0.3461,-0.794805,-0.379435,0.397676,-0.733282
2.2965,-0.461199,1.04191,-0.665268,1.34164,-0.557073,0.0977093,0.3461,-0.798894,-0.379435,0.397676,-0.726785
2.30656,-0.460938,1.04234,-0.665306,1.33905,-0.557301,0.0975262,0.366576,-0.802803,-0.379435,0.397676,-0.720125
2.31654,-0.46045,1.04277,-0.665243,1.33596,-0.557547,0.0973124,0.377324,-0.806444,-0.379435,0.397676,-0.71322
2.32677,-0.45986,1.04321,-0.66518,1.33257,-0.55781,0.0970775,0.386599,-0.809907,-0.379435,0.397676,-0.706163
2.33666,-0.459116,1.04364,-0.665118,1.32871,-0.558098,0.0968109,0.388676,-0.813103,-0.379435,0.397676,-0.69888
2.34665,-0.458271,1.04407,-0.665006,1.32459,-0.558405,0.0965228,0.388676,-0.816124,-0.379435,0.397676,-0.691459
2.35667,-0.457275,1.0445,-0.664822,1.32005,-0.558744,0.0962023,0.388676,-0.818883,-0.379435,0.397676,-0.68383
2.36669,-0.456177,1.04494,-0.664602,1.31525,-0.559107,0.0958589,0.388676,-0.821474,-0.379435,0.397676,-0.676079
2.37695,-0.454926,1.0454,-0.664329,1.31005,-0.559507,0.0954811,0.388676,-0.823813,-0.379435,0.397655,-0.668147
2.38687,-0.453572,1.04588,-0.66402,1.3046,-0.559938,0.0950792,0.388676,-0.825991,-0.379435,0.397634,-0.66011
2.39677,-0.452065,1.04639,-0.663657,1.29879,-0.560414,0.0946409,0.388676,-0.827928,-0.379435,0.397613,-0.651916
2.4068,-0.450454,1.04693,-0.663259,1.29277,-0.560928,0.0941774,0.388676,-0.829711,-0.379435,0.397191,-0.643635
2.41687,-0.448688,1.04751,-0.662805,1.28646,-0.561498,0.0936757,0.388676,-0.831264,-0.379435,0.396167,-0.635223
2.42723,-0.446819,1.04813,-0.662314,1.27996,-0.562112,0.0931471,0.388676,-0.832676,-0.379435,0.395005,-0.626743
2.43697,-0.444798,1.04878,-0.661768,1.27318,-0.562791,0.0925779,0.388676,-0.833876,-0.379435,0.393635,-0.618161
2.44701,-0.442672,1.04948,-0.661184,1.26625,-0.563521,0.0919799,0.388676,-0.834949,-0.379435,0.392248,-0.609531
2.45698,-0.440389,1.05024,-0.660544,1.25909,-0.564327,0.0913387,0.388676,-0.835831,-0.379435,0.390837,-0.60083
2.46704,-0.437998,1.05106,-0.659866,1.25183,-0.565191,0.090667,0.388676,-0.836601,-0.379435,0.389339,-0.592104
2.47702,-0.435444,1.05196,-0.659132,1.24442,-0.566143,0.0899495,0.388676,-0.837202,-0.3792,0.387711,-0.583338
2.48709,-0.432779,1.05291,-0.658356,1.23693,-0.567162,0.0891994,0.388676,-0.837708,-0.378965,0.385991,-0.574569
2.49711,-0.429948,1.05394,-0.657518,1.22932,-0.568284,0.0884002,0.388676,-0.83807,-0.378731,0.384132,-0.565796
2.50715,-0.427001,1.05503,-0.656636,1.22168,-0.569481,0.0875662,0.388676,-0.838353,-0.37795,0.382179,-0.557043
2.51722,-0.423882,1.0562,-0.655688,1.21401,-0.570793,0.0866798,0.388676,-0.83852,-0.37635,0.380086,-0.548322
2.52717,-0.420638,1.05744,-0.654696,1.20637,-0.572188,0.0857563,0.388676,-0.83862,-0.37447,0.377885,-0.53965
2.53712,-0.417209,1.05879,-0.653637,1.1988,-0.57371,0.084777,0.388676,-0.838593,-0.372171,0.375521,-0.531049
2.54728,-0.41365,1.06022,-0.652527,1.19129,-0.575327,0.0837583,0.388676,-0.838566,-0.369723,0.373039,-0.522523
2.55737,-0.409518,1.06194,-0.651226,1.18315,-0.577265,0.0825728,0.388676,-0.838536,-0.366786,0.370111,-0.513268
2.56729,-0.405585,1.06362,-0.649973,1.17588,-0.57916,0.0814426,0.388676,-0.838467,-0.363978,0.367283,-0.50498
2.57725,-0.401475,1.06541,-0.648651,1.16876,-0.581186,0.0802602,0.388265,-0.838356,-0.361033,0.364288,-0.49682
2.58731,-0.397171,1.0673,-0.647252,1.16186,-0.583355,0.0790223,0.385939,-0.838249,-0.357897,0.361104,-0.488823
2.59731,-0.392672,1.06931,-0.645775,1.15519,-0.585664,0.077729,0.381696,-0.838146,-0.354572,0.35773,-0.480989
2.60735,-0.387961,1.07144,-0.64421,1.14881,-0.588131,0.0763772,0.377248,-0.838095,-0.351035,0.354146,-0.473356
2.61742,-0.383037,1.07369,-0.642556,1.14271,-0.590754,0.074967,0.372594,-0.838102,-0.347286,0.350352,-0.465926
2.62741,-0.377876,1.07606,-0.6408,1.13694,-0.593547,0.0734957,0.367711,-0.838109,-0.343304,0.346321,-0.458736
2.63747,-0.372479,1.07855,-0.63894,1.13151,-0.596509,0.0719633,0.362597,-0.838116,-0.339088,0.342054,-0.451785
2.64753,-0.366815,1.08114,-0.636956,1.12647,-0.599648,0.070367,0.357226,-0.838219,-0.334607,0.33752,-0.445113
2.65762,-0.360886,1.08383,-0.634848,1.12182,-0.602965,0.068707,0.351599,-0.838416,-0.329861,0.332718,-0.438718
2.66755,-0.354656,1.08661,-0.632592,1.11762,-0.60647,0.0669806,0.34568,-0.838692,-0.324814,0.327613,-0.432648
2.67763,-0.348127,1.08949,-0.630187,1.11388,-0.610163,0.0651879,0.33947,-0.839048,-0.319467,0.322204,-0.426902
2.68771,-0.341264,1.09245,-0.627607,1.11066,-0.614047,0.0633279,0.332934,-0.839464,-0.313785,0.316457,-0.421549
2.69767,-0.334068,1.09548,-0.624849,1.10795,-0.618122,0.0614006,0.326071,-0.839941,-0.307768,0.310372,-0.41659
2.70769,-0.326512,1.09854,-0.621884,1.1058,-0.62238,0.0594084,0.318854,-0.840435,-0.301389,0.303926,-0.412107
2.7177,-0.318595,1.10161,-0.618713,1.10419,-0.62682,0.0573511,0.311281,-0.840946,-0.294646,0.297118,-0.4081
2.7278,-0.310312,1.10466,-0.615315,1.10313,-0.631423,0.0552366,0.303347,-0.841427,-0.287536,0.289939,-0.404628
2.7377,-0.301662,1.1077,-0.61169,1.10261,-0.636187,0.0530649,0.295053,-0.84188,-0.280057,0.282389,-0.40169
2.74783,-0.292658,1.11066,-0.607826,1.10262,-0.641079,0.0508473,0.286406,-0.84225,-0.272221,0.274478,-0.399323
2.75786,-0.283299,1.11355,-0.603722,1.10314,-0.6461,0.0485838,0.277409,-0.842537,-0.264027,0.266206,-0.397528
2.76799,-0.273617,1.1163,-0.599373,1.10412,-0.651203,0.0462884,0.268084,-0.84268,-0.2555,0.2576,-0.396323
2.77789,-0.263611,1.1189,-0.594779,1.10556,-0.656389,0.0439611,0.258433,-0.842425,-0.24664,0.24866,-0.395708
2.78797,-0.253326,1.12129,-0.589941,1.10737,-0.661607,0.0416187,0.2485,-0.842169,-0.237488,0.239428,-0.395689
2.79791,-0.242761,1.12348,-0.584859,1.10955,-0.666859,0.0392611,0.238285,-0.841914,-0.228045,0.229905,-0.396265
2.80796,-0.231987,1.12541,-0.579559,1.11201,-0.672078,0.0369088,0.227856,-0.84129,-0.218372,0.220152,-0.397417
2.81813,-0.221002,1.12707,-0.57404,1.11474,-0.677266,0.0345616,0.217212,-0.840297,-0.208471,0.210171,-0.399146
2.82809,-0.2099,1.12841,-0.568353,1.11763,-0.682346,0.0322422,0.20644,-0.838989,-0.19842,0.200041,-0.401389
2.83816,-0.198679,1.12942,-0.562498,1.12068,-0.687319,0.0299505,0.19554,-0.837368,-0.188221,0.189761,-0.404148
2.84814,-0.187435,1.13007,-0.556545,1.12373,-0.692116,0.0277049,0.184601,-0.835456,-0.177953,0.179413,-0.407276
2.85815,-0.176167,1.13036,-0.550492,1.12678,-0.696738,0.0255054,0.173623,-0.833253,-0.167619,0.168996,-0.410772
2.86827,-0.164947,1.13028,-0.544405,1.12971,-0.701131,0.0233635,0.162675,-0.830794,-0.157279,0.158571,-0.4145
2.87819,-0.153776,1.12983,-0.538282,1.1325,-0.705297,0.0212792,0.151759,-0.828078,-0.146933,0.148137,-0.41846
2.88825,-0.141599,1.12889,-0.531566,1.13533,-0.709559,0.0190604,0.139841,-0.82482,-0.135592,0.136694,-0.42297
2.89817,-0.130614,1.12771,-0.525476,1.13771,-0.713192,0.0170993,0.129076,-0.821654,-0.125313,0.126318,-0.427187
2.90824,-0.119773,1.12608,-0.519459,1.13972,-0.716469,0.0152095,0.11843,-0.818263,-0.115099,0.115999,-0.43145
2.91834,-0.109028,1.12416,-0.51349,1.14147,-0.71951,0.0133673,0.107865,-0.814723,-0.10493,0.105719,-0.435743
2.92833,-0.0984366,1.12177,-0.507643,1.14278,-0.722167,0.011588,0.0974257,-0.811006,-0.094831,0.0954948,-0.439983
2.93854,-0.0879469,1.11908,-0.501877,1.14379,-0.724569,0.00985065,0.0870709,-0.807173,-0.0847781,0.0853085,-0.444188
2.94842,-0.0775911,1.1159,-0.496264,1.14435,-0.726567,0.00816132,0.0768243,-0.803208,-0.0747723,0.0751521,-0.448257
2.95861,-0.0673247,1.1124,-0.490753,1.14459,-0.728296,0.00650402,0.0666497,-0.799154,-0.0647977,0.0650156,-0.452235
2.96854,-0.0571394,1.10842,-0.485385,1.14432,-0.72961,0.00487106,0.0565321,-0.794991,-0.0548228,0.0548571,-0.456018
2.97855,-0.0470082,1.10413,-0.480113,1.1437,-0.730648,0.00325431,0.0464526,-0.790755,-0.0448477,0.044684,-0.459672
2.98869,-0.0368931,1.09938,-0.474991,1.14253,-0.731254,0.00163633,0.0363683,-0.786397,-0.0348196,0.0344333,-0.463116
2.99856,-0.0267887,1.09432,-0.469969,1.14101,-0.731573,1.75E-05,0.026281,-0.781956,-0.0247563,0.0241309,-0.466419
3.01877,-0.00646186,1.08301,-0.460424,1.13659,-0.730998,-0.00328521,0.00594428,-0.772641,-0.00437174,0.00319908,-0.472502
3.02877,0.00378615,1.07683,-0.455946,1.13368,-0.730091,-0.00498397,-0.00432731,-0.767748,0.00596119,-0.00744369,-0.475277
3.03873,0.0140807,1.0704,-0.451624,1.13041,-0.728871,-0.0067089,-0.0146543,-0.762733,0.0163664,-0.0181771,-0.477918
3.04878,0.0244459,1.06368,-0.447598,1.12662,-0.727179,-0.00848191,-0.0250622,-0.75753,0.0268685,-0.0290355,-0.480344
3.0588,0.0348581,1.05677,-0.443771,1.12246,-0.725173,-0.010287,-0.0355242,-0.752201,0.0374353,-0.0399773,-0.482627
3.06887,0.04532,1.04966,-0.440326,1.1178,-0.722701,-0.0121434,-0.0460435,-0.746688,0.0480665,-0.0510107,-0.48468
3.07889,0.0558149,1.04242,-0.437136,1.11281,-0.719919,-0.014034,-0.0566009,-0.741052,0.0587406,-0.0621051,-0.486579
3.08887,0.0663141,1.03514,-0.434428,1.10733,-0.7167,-0.0159724,-0.0671673,-0.735252,0.0694213,-0.0732313,-0.488238
3.09893,0.076816,1.02784,-0.432043,1.10152,-0.713189,-0.0179426,-0.0777397,-0.729342,0.0801065,-0.0843788,-0.489737
3.10895,0.0872487,1.02071,-0.430267,1.0953,-0.70929,-0.0199491,-0.088245,-0.723316,0.0907163,-0.0954713,-0.490986
3.11892,0.0976352,1.0137,-0.428898,1.0888,-0.705133,-0.0219797,-0.0987055,-0.717212,0.101276,-0.106527,-0.492067
3.12976,0.107856,1.00711,-0.428261,1.08198,-0.700669,-0.0240279,-0.109,-0.711062,0.111659,-0.117422,-0.492891
3.13903,0.117966,1.00079,-0.428113,1.07495,-0.695999,-0.0260878,-0.119185,-0.704882,0.121925,-0.128209,-0.493543
3.1491,0.127812,0.995025,-0.42871,1.06769,-0.691151,-0.0281435,-0.129103,-0.69874,0.131913,-0.138731,-0.493945
3.15915,0.137481,0.989636,-0.429805,1.06028,-0.686183,-0.0301964,-0.138843,-0.692623,0.141715,-0.149076,-0.49418
3.16907,0.146807,0.984931,-0.431637,1.05275,-0.681158,-0.0322258,-0.148238,-0.686619,0.151163,-0.159075,-0.494183
3.17904,0.155902,0.98068,-0.43396,1.04514,-0.676095,-0.0342395,-0.157404,-0.680691,0.160375,-0.168843,-0.494031
3.18916,0.164598,0.977222,-0.437013,1.03752,-0.671076,-0.0362142,-0.166172,-0.67494,0.169188,-0.178209,-0.493671
3.20924,0.181031,0.972218,-0.444782,1.02235,-0.66123,-0.0400601,-0.182751,-0.663896,0.185854,-0.195974,-0.4925
3.21927,0.189521,0.970564,-0.44994,1.01412,-0.655985,-0.0421091,-0.191317,-0.658112,0.194468,-0.205191,-0.491635
3.2293,0.196727,0.970113,-0.455362,1.00682,-0.651459,-0.043901,-0.198587,-0.653155,0.201789,-0.213051,-0.490689
3.23935,0.203714,0.970924,-0.461099,0.999613,-0.647037,-0.0456625,-0.205636,-0.648328,0.20889,-0.220689,-0.489674
3.2493,0.210193,0.971735,-0.467473,0.992664,-0.642921,-0.047347,-0.212173,-0.643825,0.215495,-0.227814,-0.488541
3.25935,0.216455,0.972546,-0.474121,0.985826,-0.638936,-0.0489985,-0.218493,-0.639461,0.221889,-0.234719,-0.487358
3.26931,0.222243,0.974664,-0.481288,0.979296,-0.635284,-0.0505723,-0.224336,-0.635425,0.227822,-0.241151,-0.486098
3.27935,0.227829,0.977341,-0.488678,0.972898,-0.631774,-0.0521129,-0.229975,-0.63153,0.233559,-0.247378,-0.484805
3.28945,0.232989,0.980838,-0.496503,0.966835,-0.628586,-0.0535785,-0.235185,-0.627953,0.238885,-0.253182,-0.483473
3.30057,0.237967,0.984686,-0.504516,0.960916,-0.625535,-0.055012,-0.240212,-0.624512,0.244035,-0.258804,-0.482125
3.30953,0.242569,0.989267,-0.512919,0.955345,-0.622766,-0.0563747,-0.244863,-0.62137,0.24883,-0.264052,-0.480767
3.31955,0.247011,0.994162,-0.521488,0.949923,-0.620117,-0.0577071,-0.249352,-0.618357,0.253472,-0.26914,-0.479407
3.32961,0.251118,0.999664,-0.530383,0.944851,-0.61771,-0.0589727,-0.253503,-0.615621,0.257796,-0.273894,-0.478061
3.33958,0.255081,1.00543,-0.539418,0.939929,-0.615407,-0.0602095,-0.25751,-0.613003,0.261983,-0.278504,-0.476722
3.34955,0.258745,1.01169,-0.548713,0.93535,-0.6133,-0.0613829,-0.261214,-0.610644,0.265886,-0.282814,-0.475417
3.35965,0.262279,1.01816,-0.558118,0.930919,-0.611277,-0.0625291,-0.264788,-0.608395,0.269666,-0.286996,-0.474127
3.36967,0.265547,1.02504,-0.56772,0.926823,-0.609401,-0.063615,-0.268093,-0.606385,0.273194,-0.290905,-0.472884
3.37986,0.2687,1.03209,-0.577407,0.92287,-0.607589,-0.064675,-0.271284,-0.604479,0.276613,-0.294699,-0.471662
3.38977,0.271616,1.03944,-0.587234,0.919241,-0.605878,-0.0656775,-0.274235,-0.602793,0.279804,-0.298243,-0.470494
3.39975,0.274432,1.04691,-0.597121,0.915749,-0.604211,-0.0666554,-0.277083,-0.601201,0.282896,-0.301681,-0.469349
3.40975,0.277035,1.05456,-0.607091,0.912566,-0.602597,-0.0675782,-0.279717,-0.599809,0.285779,-0.304892,-0.468265
3.41979,0.279546,1.06228,-0.617098,0.909515,-0.601007,-0.0684773,-0.282258,-0.598502,0.288572,-0.308006,-0.467207
3.42992,0.281863,1.07008,-0.627132,0.906754,-0.599423,-0.0693233,-0.284603,-0.597374,0.291173,-0.310912,-0.466217
3.43989,0.284097,1.07791,-0.637178,0.904117,-0.597843,-0.0701466,-0.286864,-0.596322,0.293691,-0.31373,-0.465256
3.44994,0.286156,1.08574,-0.647199,0.901748,-0.59623,-0.070919,-0.288948,-0.595431,0.296029,-0.31635,-0.464363
3.45993,0.288141,1.09357,-0.65721,0.899495,-0.594604,-0.0716696,-0.290955,-0.594609,0.298292,-0.318887,-0.463501
3.46992,0.28997,1.1013,-0.667149,0.897489,-0.59291,-0.0723709,-0.292804,-0.593931,0.300384,-0.321238,-0.462706
3.47998,0.291732,1.10899,-0.677058,0.89559,-0.591187,-0.073051,-0.294586,-0.593315,0.302404,-0.323509,-0.46194
3.49,0.29335,1.11647,-0.686849,0.893919,-0.589361,-0.0736826,-0.296227,-0.592824,0.304262,-0.325605,-0.461239
3.50004,0.294906,1.12386,-0.69659,0.892347,-0.587491,-0.0742935,-0.297808,-0.592388,0.30605,-0.327626,-0.460566
3.51003,0.296335,1.131,-0.706172,0.890983,-0.585485,-0.0748574,-0.299256,-0.59206,0.307686,-0.329476,-0.459957
3.52012,0.297708,1.13802,-0.715685,0.88971,-0.583422,-0.0754011,-0.300648,-0.591779,0.309257,-0.331254,-0.459377
3.53006,0.298964,1.14474,-0.725001,0.888625,-0.581199,-0.0758988,-0.301918,-0.591592,0.310681,-0.332866,-0.458858
3.54007,0.300168,1.15132,-0.734231,0.887621,-0.578907,-0.0763766,-0.303135,-0.591444,0.312042,-0.334408,-0.458367
3.55013,0.301262,1.15751,-0.743227,0.886787,-0.576437,-0.0768085,-0.304242,-0.5914,0.313258,-0.335789,-0.457935
3.56018,0.302309,1.16354,-0.752123,0.886025,-0.57389,-0.0772208,-0.305302,-0.591416,0.314412,-0.337102,-0.457528
3.57029,0.303255,1.16912,-0.760755,0.885415,-0.571145,-0.0775877,-0.30626,-0.591432,0.315425,-0.338257,-0.457178
3.58043,0.304159,1.17451,-0.769274,0.88487,-0.568317,-0.0779352,-0.307175,-0.591447,0.316377,-0.339345,-0.456851
3.59028,0.305046,1.17992,-0.77831,0.884428,-0.564965,-0.0782665,-0.308074,-0.591563,0.317266,-0.340362,-0.456556
3.60027,0.305816,1.18465,-0.78641,0.88408,-0.561836,-0.0785502,-0.308854,-0.591702,0.318019,-0.341227,-0.456309
3.61032,0.306482,1.18882,-0.794139,0.883872,-0.558458,-0.0787834,-0.309533,-0.591891,0.318614,-0.341918,-0.456126
3.62029,0.307122,1.19285,-0.801774,0.883698,-0.555018,-0.0790038,-0.310187,-0.592092,0.31917,-0.342565,-0.455958
3.63035,0.307668,1.19624,-0.809014,0.883664,-0.551321,-0.0791738,-0.310743,-0.59233,0.31957,-0.34304,-0.455846
3.64057,0.308191,1.19947,-0.816155,0.883728,-0.547561,-0.0793311,-0.311275,-0.592576,0.319931,-0.343471,-0.455748
3.65053,0.308625,1.20203,-0.822878,0.883793,-0.543541,-0.0794384,-0.311713,-0.592847,0.320138,-0.34373,-0.455729
3.66055,0.309038,1.20442,-0.829496,0.883857,-0.539457,-0.0795331,-0.312127,-0.593125,0.320306,-0.343947,-0.455729
3.67061,0.30936,1.20616,-0.835675,0.884065,-0.535116,-0.079552,-0.312453,-0.593417,0.32034,-0.34399,-0.455729
3.68056,0.309661,1.20773,-0.841743,0.884309,-0.530711,-0.079552,-0.312757,-0.593714,0.320191,-0.343862,-0.455812
3.69066,0.309875,1.20864,-0.847356,0.884647,-0.526056,-0.079552,-0.312974,-0.59402,0.320041,-0.343734,-0.455895
3.70065,0.310067,1.20938,-0.852854,0.885008,-0.521339,-0.0794998,-0.313168,-0.594329,0.319892,-0.343606,-0.455978
3.71075,0.310176,1.20943,-0.857884,0.885456,-0.516377,-0.0794476,-0.313276,-0.594638,0.319545,-0.343248,-0.456145
3.72074,0.310263,1.20932,-0.862797,0.885926,-0.511355,-0.0793954,-0.313363,-0.594948,0.319149,-0.342833,-0.456332
3.73077,0.31028,1.20854,-0.867232,0.886473,-0.506094,-0.0792665,-0.31338,-0.59525,0.318605,-0.342254,-0.456579
3.74078,0.310193,1.20758,-0.871547,0.887039,-0.500774,-0.0791185,-0.313294,-0.595551,0.318024,-0.341634,-0.456839
3.75077,0.310107,1.20595,-0.875376,0.887682,-0.495233,-0.0789239,-0.313208,-0.595839,0.317298,-0.340855,-0.457162
3.7608,0.31002,1.20414,-0.879082,0.888345,-0.489638,-0.0787177,-0.313121,-0.596124,0.316537,-0.340035,-0.457501
3.77086,0.309822,1.20167,-0.882302,0.889087,-0.483839,-0.0784659,-0.312922,-0.596392,0.315635,-0.339058,-0.457905
3.78091,0.309595,1.19903,-0.8854,0.889848,-0.47799,-0.0782026,-0.312695,-0.596657,0.314697,-0.338043,-0.458326
3.79087,0.309282,1.19575,-0.888019,0.890687,-0.471953,-0.0778943,-0.312377,-0.596902,0.313621,-0.336875,-0.458815
3.80092,0.308947,1.19231,-0.890517,0.891545,-0.465869,-0.0775747,-0.312035,-0.597142,0.31251,-0.335668,-0.459321
3.81085,0.308521,1.18825,-0.892542,0.892484,-0.45962,-0.0772114,-0.311603,-0.59736,0.311265,-0.334313,-0.459905
3.82097,0.308072,1.18403,-0.894447,0.893443,-0.45333,-0.0768372,-0.311147,-0.597574,0.309987,-0.332921,-0.460508
3.83106,0.30753,1.17923,-0.895889,0.894489,-0.446899,-0.0764206,-0.310598,-0.597762,0.308579,-0.331381,-0.461197
3.84107,0.306963,1.17429,-0.897215,0.895556,-0.440433,-0.0759934,-0.310025,-0.597944,0.307138,-0.329805,-0.461908
3.85105,0.306298,1.16883,-0.898094,0.896722,-0.433854,-0.0755247,-0.30935,-0.598096,0.305569,-0.328082,-0.462711
3.86114,0.305607,1.16325,-0.898861,0.897912,-0.427245,-0.0750455,-0.308649,-0.598241,0.303969,-0.326323,-0.463536
3.87113,0.30481,1.15719,-0.899204,0.89921,-0.420551,-0.0745254,-0.307843,-0.59836,0.302243,-0.324425,-0.464463
3.88114,0.303986,1.15102,-0.89944,0.900535,-0.413835,-0.0739951,-0.30701,-0.598474,0.300486,-0.322492,-0.465414
3.8912,0.303049,1.14443,-0.899276,0.90198,-0.407067,-0.0734246,-0.306062,-0.598562,0.298605,-0.320424,-0.466479
3.90134,0.302083,1.13774,-0.899013,0.903455,-0.400286,-0.0728441,-0.305085,-0.598644,0.296692,-0.318321,-0.467571
3.91137,0.300886,1.12997,-0.898305,0.905227,-0.392813,-0.0721612,-0.303868,-0.59866,0.294449,-0.315848,-0.468918
3.92136,0.29977,1.12283,-0.897578,0.906868,-0.386016,-0.0715315,-0.302733,-0.59866,0.29238,-0.313568,-0.470171
3.93135,0.298504,1.11538,-0.896477,0.908676,-0.379252,-0.0708576,-0.301448,-0.59866,0.290174,-0.311133,-0.471583
3.94146,0.297222,1.10789,-0.895333,0.910503,-0.372491,-0.0701789,-0.300146,-0.59866,0.287953,-0.308682,-0.473014
3.9514,0.295774,1.10019,-0.893861,0.912519,-0.365814,-0.0694562,-0.298681,-0.59866,0.285593,-0.306076,-0.474621
3.96141,0.294307,1.09247,-0.892351,0.914556,-0.359147,-0.0687287,-0.297198,-0.59863,0.283218,-0.303452,-0.476247
3.97144,0.292658,1.08465,-0.890558,0.916808,-0.352621,-0.0679574,-0.295531,-0.598599,0.280696,-0.300667,-0.47807
3.98154,0.290989,1.07681,-0.888734,0.919084,-0.346111,-0.0671813,-0.293843,-0.598569,0.278158,-0.297863,-0.479914
3.99156,0.289122,1.06901,-0.886683,0.921594,-0.339804,-0.0663599,-0.291953,-0.598471,0.275468,-0.294892,-0.481975
4.00156,0.287233,1.06121,-0.884608,0.92413,-0.333519,-0.0655335,-0.29004,-0.598365,0.272761,-0.291902,-0.484059
4.01159,0.285125,1.05357,-0.882366,0.92692,-0.327504,-0.0646607,-0.287905,-0.598222,0.269894,-0.288735,-0.486384
4.02155,0.282993,1.04596,-0.880106,0.929738,-0.321519,-0.0637828,-0.285746,-0.598075,0.267009,-0.285549,-0.488735
4.03159,0.280615,1.03865,-0.877741,0.932834,-0.315876,-0.0628575,-0.283339,-0.597886,0.26395,-0.28217,-0.491353
4.04175,0.27821,1.03137,-0.875365,0.935961,-0.310272,-0.0619269,-0.280904,-0.597694,0.260871,-0.278771,-0.494
4.05181,0.275531,1.02452,-0.872951,0.939391,-0.305093,-0.0609463,-0.278193,-0.597449,0.257604,-0.275163,-0.496937
4.06345,0.272823,1.01771,-0.870531,0.942854,-0.299961,-0.0599602,-0.275451,-0.597199,0.254315,-0.271532,-0.499905
